,location,bhk,total_sqft,bath,price
5245,NGR Layout,2,1021.0,2.0,46.0
5246,NGR Layout,2,1021.0,2.0,45.9
5247,NRI Layout,3,1565.0,2.0,75.0
5248,NRI Layout,5,2500.0,5.0,130.0
5249,NRI Layout,2,1125.0,2.0,45.56
5250,NRI Layout,4,2150.0,4.0,115.0
5251,NRI Layout,2,1250.0,2.0,75.0
5252,NRI Layout,3,1789.0,3.0,75.0
5253,NRI Layout,3,1731.0,3.0,64.11
5254,NRI Layout,2,2400.0,2.0,125.0
5256,Nagarbhavi,3,1350.0,3.0,150.0
5257,Nagarbhavi,2,1200.0,2.0,150.0
5259,Nagarbhavi,3,2400.0,3.0,160.0
5260,Nagarbhavi,1,884.0,2.0,36.0
5261,Nagarbhavi,2,1055.0,2.0,55.0
5263,Nagarbhavi,2,1223.0,2.0,60.0
5264,Nagarbhavi,2,956.0,2.0,49.0
5266,Nagarbhavi,2,1200.0,2.0,150.0
5269,Nagarbhavi,2,1145.0,2.0,40.0
5270,Nagarbhavi,1,300.0,1.0,20.0
5271,Nagarbhavi,4,1250.0,3.0,175.0
5272,Nagarbhavi,1,710.0,2.0,40.0
5274,Nagarbhavi,2,1212.0,2.0,50.0
5275,Nagarbhavi,2,1020.0,2.0,55.0
5277,Nagarbhavi,2,1120.0,2.0,53.0
5279,Nagarbhavi,2,1146.0,2.0,50.0
5281,Nagarbhavi,2,1190.0,2.0,63.0
5283,Nagarbhavi,2,1050.0,2.0,80.0
5284,Nagarbhavi,5,2500.0,3.0,180.0
5286,Nagarbhavi,2,1250.0,3.0,170.0
5288,Nagarbhavi,3,1400.0,2.0,135.0
5290,Nagarbhavi,2,1100.0,2.0,46.2
5291,Nagarbhavi,2,1080.0,2.0,49.0
5292,Nagarbhavi,4,1800.0,3.0,180.0
5293,Nagarbhavi,2,1225.0,2.0,58.0
5294,Nagasandra,2,980.0,2.0,48.0
5295,Nagasandra,4,2400.0,4.0,145.0
5296,Nagasandra,4,7000.0,8.0,450.0
5297,Nagasandra,3,1650.0,3.0,95.0
5298,Nagasandra,2,1500.0,2.0,91.0
5299,Nagavara,1,400.0,1.0,14.0
5300,Nagavara,4,2172.65,3.0,120.0
5302,Nagavara,3,2319.0,3.0,180.0
5303,Nagavara,3,2430.0,4.0,180.0
5304,Nagavara,2,936.0,2.0,40.2
5305,Nagavara,2,1125.0,2.0,44.5
5306,Nagavara,2,1315.0,2.0,70.0
5307,Nagavara,2,1077.0,2.0,50.0
5308,Nagavara,4,2496.0,4.0,125.0
5309,Nagavara,2,1110.0,2.0,44.95
5310,Nagavara,2,1247.0,2.0,58.56
5311,Nagavarapalya,2,1392.0,2.0,99.0
5312,Nagavarapalya,1,705.0,1.0,52.5
5313,Nagavarapalya,3,1300.0,3.0,80.0
5314,Nagavarapalya,1,705.0,1.0,57.0
5315,Nagavarapalya,1,705.0,1.0,55.0
5316,Nagavarapalya,1,705.0,1.0,57.0
5317,Nagavarapalya,2,1335.0,2.0,110.0
5318,Nagavarapalya,2,1260.0,2.0,85.5
5319,Narayanapura,2,1308.0,2.0,89.04
5320,Narayanapura,3,1566.0,3.0,83.3
5321,Narayanapura,3,1485.0,3.0,85.0
5322,Narayanapura,2,1302.0,2.0,69.1
5323,Narayanapura,2,1308.0,2.0,89.04
5324,Narayanapura,3,2357.0,3.0,135.0
5325,Narayanapura,3,2357.0,3.0,135.0
5326,Narayanapura,2,1469.0,2.0,99.14
5327,Neeladri Nagar,2,1053.0,2.0,45.0
5328,Neeladri Nagar,2,1363.0,2.0,68.0
5329,Neeladri Nagar,3,2556.0,3.0,133.0
5330,Neeladri Nagar,1,674.0,1.0,21.0
5331,Neeladri Nagar,1,527.0,1.0,26.0
5332,Neeladri Nagar,3,1167.0,2.0,38.0
5333,Neeladri Nagar,2,1060.0,2.0,35.0
5334,Neeladri Nagar,1,640.0,1.0,20.5
5335,Neeladri Nagar,10,4000.0,12.0,160.0
5336,Neeladri Nagar,2,1105.0,2.0,30.0
5337,Neeladri Nagar,2,1100.0,2.0,30.0
5338,Neeladri Nagar,3,2111.0,3.0,103.0
5339,Nehru Nagar,3,1775.0,3.0,110.0
5340,Nehru Nagar,4,2363.0,5.0,120.0
5341,Nehru Nagar,4,2342.0,3.0,115.0
5342,Nehru Nagar,2,967.0,2.0,41.1
5343,Nehru Nagar,3,1374.0,3.0,72.0
5344,Nehru Nagar,3,1674.0,3.0,90.0
5345,Nehru Nagar,3,1269.0,2.0,63.0
5346,Nehru Nagar,2,1100.0,2.0,50.0
5347,Nehru Nagar,3,1674.0,3.0,81.0
5348,OMBR Layout,3,2420.0,3.0,185.0
5349,OMBR Layout,2,1078.0,2.0,65.0
5350,OMBR Layout,2,1101.0,2.0,65.5
5351,OMBR Layout,2,1041.0,2.0,65.5
5352,OMBR Layout,2,1300.0,2.0,80.0
5353,OMBR Layout,2,1085.0,2.0,64.0
5354,OMBR Layout,3,1855.0,3.0,145.0
5355,OMBR Layout,2,1050.0,2.0,48.0
5357,OMBR Layout,2,1165.0,2.0,88.5
5358,OMBR Layout,2,1101.0,2.0,66.0
5359,OMBR Layout,4,3400.0,4.0,275.0
5361,Old Airport Road,4,2732.0,4.0,204.0
5363,Old Airport Road,4,3356.0,4.0,251.0
5364,Old Airport Road,2,1206.0,2.0,75.0
5365,Old Airport Road,4,2774.0,4.0,207.0
5366,Old Airport Road,4,2690.0,4.0,191.0
5367,Old Airport Road,4,2690.0,4.0,199.0
5368,Old Airport Road,2,1655.0,2.0,97.65
5369,Old Airport Road,2,1075.0,2.0,60.0
5370,Old Airport Road,3,1858.0,2.0,167.0
5371,Old Airport Road,2,1150.0,2.0,90.0
5372,Old Airport Road,4,2690.0,4.0,191.0
5373,Old Airport Road,4,2658.0,5.0,187.0
5374,Old Airport Road,2,946.0,2.0,58.0
5375,Old Airport Road,4,2774.0,4.0,208.0
5376,Old Airport Road,4,2774.0,4.0,208.0
5377,Old Airport Road,4,3200.0,4.0,280.0
5378,Old Airport Road,4,2690.0,4.0,201.0
5379,Old Airport Road,2,1145.0,2.0,75.0
5380,Old Airport Road,4,2732.0,4.0,194.0
5381,Old Airport Road,4,2658.0,5.0,189.0
5382,Old Airport Road,4,2774.0,4.0,197.0
5383,Old Airport Road,4,3496.0,4.0,262.0
5384,Old Airport Road,4,2774.0,4.0,197.0
5385,Old Airport Road,4,2732.0,4.0,204.0
5386,Old Airport Road,3,1798.0,3.0,150.0
5387,Old Airport Road,4,2774.0,4.0,208.0
5388,Old Airport Road,2,1184.0,2.0,78.0
5389,Old Airport Road,4,3504.0,4.0,262.0
5390,Old Airport Road,2,1055.0,2.0,75.0
5391,Old Madras Road,3,1425.0,2.0,94.0
5392,Old Madras Road,4,3715.0,6.0,224.5
5395,Old Madras Road,2,935.0,2.0,45.0
5397,Old Madras Road,3,1720.0,3.0,100.0
5398,Old Madras Road,2,1200.0,2.0,72.0
5399,Old Madras Road,2,1225.0,2.0,53.55
5400,Old Madras Road,2,1100.0,2.0,70.0
5401,Old Madras Road,3,2760.0,5.0,157.0
5402,Old Madras Road,2,1171.0,2.0,75.0
5403,Old Madras Road,2,935.0,2.0,45.0
5404,Old Madras Road,5,4500.0,7.0,294.0
5406,Old Madras Road,2,1065.0,2.0,47.86
5407,Old Madras Road,4,2010.0,3.0,125.0
5409,Old Madras Road,3,1480.0,2.0,84.0
5410,Old Madras Road,3,2990.0,5.0,210.0
5411,Old Madras Road,2,1210.0,2.0,74.0
5412,Old Madras Road,2,1171.0,2.0,72.0
5414,Old Madras Road,3,1480.0,3.0,95.0
5416,Old Madras Road,2,1210.0,2.0,80.0
5417,Old Madras Road,3,1859.0,3.0,121.0
5418,Old Madras Road,3,2990.0,5.0,173.0
5421,Old Madras Road,3,2300.0,3.0,142.0
5423,Old Madras Road,2,1210.0,2.0,80.0
5424,Old Madras Road,2,1210.0,2.0,77.0
5425,Old Madras Road,5,5020.0,7.0,287.0
5427,Old Madras Road,2,1330.0,2.0,74.0
5428,Old Madras Road,3,1720.0,3.0,106.0
5429,Old Madras Road,3,2640.0,5.0,150.0
5430,Old Madras Road,3,2990.0,3.0,170.0
5432,Old Madras Road,2,1171.0,2.0,73.0
5433,Old Madras Road,3,1630.0,3.0,110.0
5434,Old Madras Road,2,1165.0,2.0,52.0
5435,Old Madras Road,2,2640.0,2.0,170.0
5436,Old Madras Road,2,1165.0,2.0,51.42
5437,Padmanabhanagar,2,1020.0,2.0,63.0
5438,Padmanabhanagar,2,1176.0,2.0,62.0
5439,Padmanabhanagar,2,1258.0,2.0,115.0
5441,Padmanabhanagar,2,1100.0,2.0,65.0
5442,Padmanabhanagar,4,3400.0,3.0,210.0
5446,Padmanabhanagar,3,4500.0,4.0,360.0
5447,Padmanabhanagar,2,1200.0,2.0,60.0
5449,Padmanabhanagar,2,1000.0,1.0,90.0
5450,Padmanabhanagar,2,1067.0,2.0,52.0
5454,Padmanabhanagar,2,1100.0,2.0,60.0
5455,Padmanabhanagar,3,2051.0,3.0,180.0
5456,Padmanabhanagar,3,2051.0,3.0,170.0
5457,Pai Layout,2,1006.0,2.0,35.0
5458,Pai Layout,3,1550.0,2.0,90.0
5459,Pai Layout,2,1050.0,2.0,40.0
5460,Pai Layout,3,1400.0,2.0,67.0
5461,Pai Layout,2,1100.0,2.0,50.0
5462,Pai Layout,2,1255.0,2.0,80.0
5463,Pai Layout,2,1075.0,2.0,35.0
5464,Pai Layout,2,1400.0,2.0,57.5
5465,Pai Layout,2,1175.0,2.0,60.0
5466,Pai Layout,2,810.0,2.0,34.5
5467,Pai Layout,2,1000.0,2.0,34.0
5468,Pai Layout,2,1000.0,2.0,42.0
5469,Pai Layout,6,3800.0,6.0,175.0
5470,Pai Layout,2,1068.0,2.0,48.0
5471,Pai Layout,3,1510.0,2.0,65.0
5474,Panathur,2,1359.0,2.0,87.0
5475,Panathur,2,1438.0,2.0,100.0
5476,Panathur,3,1688.0,3.0,118.0
5478,Panathur,2,1198.0,2.0,77.0
5479,Panathur,2,1180.0,2.0,70.0
5480,Panathur,3,1546.0,3.0,99.0
5482,Panathur,2,1000.0,2.0,65.3
5483,Panathur,2,1109.0,2.0,63.0
5484,Panathur,2,1000.0,2.0,68.0
5485,Panathur,2,1255.0,2.0,79.0
5486,Panathur,2,1205.0,2.0,62.9
5487,Panathur,2,1198.0,2.0,82.0
5488,Panathur,2,1235.0,2.0,65.0
5489,Panathur,2,1210.0,2.0,80.0
5490,Panathur,2,1210.0,2.0,77.0
5491,Panathur,1,661.0,1.0,40.0
5492,Panathur,2,1210.0,2.0,78.0
5494,Panathur,2,1050.0,2.0,60.0
5495,Panathur,2,1398.0,2.0,97.0
5496,Panathur,2,1065.0,2.0,58.0
5497,Panathur,2,1007.0,2.0,64.0
5498,Panathur,2,1210.0,2.0,77.93
5499,Panathur,2,1230.0,2.0,80.0
5500,Panathur,2,980.0,2.0,57.0
5501,Panathur,2,1075.0,2.0,60.0
5502,Panathur,2,1210.0,2.0,69.0
5503,Panathur,2,1343.0,2.0,76.0
5504,Parappana Agrahara,2,1194.0,2.0,47.0
5505,Parappana Agrahara,2,1194.0,2.0,47.0
5506,Parappana Agrahara,2,1194.0,2.0,46.0
5507,Parappana Agrahara,2,1194.0,2.0,47.0
5508,Parappana Agrahara,2,1194.0,2.0,46.0
5509,Parappana Agrahara,2,1194.0,2.0,47.0
5510,Parappana Agrahara,2,1194.0,2.0,47.0
5511,Parappana Agrahara,2,1092.0,2.0,43.0
5512,Parappana Agrahara,2,1194.0,2.0,45.0
5513,Parappana Agrahara,1,1200.0,1.0,45.0
5514,Parappana Agrahara,2,1194.0,2.0,46.0
5515,Parappana Agrahara,2,1194.0,2.0,47.0
5516,Parappana Agrahara,2,1194.0,2.0,47.0
5517,Parappana Agrahara,2,1194.0,2.0,46.0
5518,Parappana Agrahara,2,1194.0,2.0,46.0
5519,Pattandur Agrahara,3,1550.0,2.0,80.0
5520,Pattandur Agrahara,2,1025.0,2.0,44.5
5521,Pattandur Agrahara,2,1247.0,2.0,59.8
5522,Pattandur Agrahara,2,900.0,2.0,42.0
5523,Pattandur Agrahara,2,1302.0,2.0,66.0
5524,Pattandur Agrahara,3,1550.0,2.0,80.0
5525,Pattandur Agrahara,2,1247.0,2.0,62.35
5526,Pattandur Agrahara,2,1350.0,2.0,68.0
5527,Poorna Pragna Layout,2,920.0,2.0,39.55
5530,Poorna Pragna Layout,2,1160.0,2.0,46.39
5533,Poorna Pragna Layout,2,965.0,2.0,48.0
5538,Poorna Pragna Layout,2,1160.0,2.0,46.39
5540,Poorna Pragna Layout,2,1160.0,2.0,46.39
5543,Poorna Pragna Layout,2,960.0,2.0,50.0
5545,Prithvi Layout,4,2028.0,4.0,162.0
5546,Prithvi Layout,2,1352.0,2.0,87.5
5547,Prithvi Layout,2,1190.0,2.0,68.0
5548,Prithvi Layout,2,1352.0,2.0,85.0
5549,Prithvi Layout,2,1352.0,2.0,75.0
5550,Prithvi Layout,3,2273.0,4.0,220.0
5551,Prithvi Layout,2,1352.0,3.0,93.0
5552,Prithvi Layout,3,2273.0,4.0,192.0
5553,Prithvi Layout,2,1352.0,2.0,72.0
5556,R.T. Nagar,2,1200.0,2.0,120.0
5558,R.T. Nagar,2,1040.0,2.0,46.0
5559,R.T. Nagar,2,1200.0,2.0,45.0
5560,R.T. Nagar,2,1235.0,2.0,65.0
5561,R.T. Nagar,3,1140.0,3.0,130.0
5562,R.T. Nagar,2,970.0,2.0,55.0
5563,R.T. Nagar,3,1560.0,3.0,125.0
5564,R.T. Nagar,2,1200.0,2.0,60.0
5567,R.T. Nagar,3,1200.0,3.0,140.0
5568,R.T. Nagar,2,1100.0,3.0,125.0
5569,R.T. Nagar,2,1150.0,2.0,72.0
5570,R.T. Nagar,4,1500.0,4.0,185.0
5571,R.T. Nagar,9,3600.0,8.0,165.0
5572,R.T. Nagar,2,1080.0,2.0,48.0
5573,R.T. Nagar,2,1325.0,2.0,52.0
5575,R.T. Nagar,3,1300.0,3.0,145.0
5577,R.T. Nagar,2,1100.0,2.0,85.0
5578,R.T. Nagar,3,1667.0,3.0,130.0
5579,Rachenahalli,2,1050.0,2.0,52.07
5581,Rachenahalli,2,1050.0,2.0,55.5
5583,Rachenahalli,2,1050.0,2.0,53.5
5585,Rachenahalli,2,1220.0,2.0,59.5
5586,Rachenahalli,2,1050.0,2.0,52.5
5588,Rachenahalli,2,1050.0,2.0,52.1
5589,Rachenahalli,2,1050.0,2.0,53.5
5590,Rachenahalli,2,1113.0,2.0,55.0
5591,Rachenahalli,4,3657.0,5.0,220.0
5595,Rachenahalli,1,680.0,1.0,32.64
5596,Rachenahalli,1,412.5,1.0,19.8
5597,Rachenahalli,2,1050.0,2.0,52.5
5600,Rachenahalli,1,690.0,1.0,39.8
5601,Rachenahalli,2,1050.0,2.0,47.25
5602,Rachenahalli,2,1050.0,2.0,55.5
5603,Rachenahalli,2,985.0,2.0,49.97
5604,Rachenahalli,2,1050.0,2.0,52.5
5605,Rachenahalli,2,1050.0,2.0,52.08
5607,Rachenahalli,2,1050.0,2.0,52.07
5609,Rachenahalli,2,1050.0,2.0,52.08
5610,Rachenahalli,2,985.0,2.0,49.97
5611,Rachenahalli,3,1856.0,3.0,106.0
5612,Rachenahalli,2,1050.0,2.0,52.5
5613,Rachenahalli,2,985.0,2.0,50.17
5614,Rachenahalli,3,2600.0,3.0,160.0
5617,Rachenahalli,2,985.0,2.0,50.17
5618,Rachenahalli,2,1050.0,2.0,52.71
5621,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9
5622,Raja Rajeshwari Nagar,2,1145.0,2.0,45.79
5623,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1
5624,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5625,Raja Rajeshwari Nagar,2,1133.0,2.0,49.07
5626,Raja Rajeshwari Nagar,2,1090.0,2.0,42.0
5627,Raja Rajeshwari Nagar,2,1260.0,2.0,67.39
5628,Raja Rajeshwari Nagar,2,1141.0,2.0,38.55
5629,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39
5630,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
5631,Raja Rajeshwari Nagar,1,600.0,1.0,22.0
5632,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76
5633,Raja Rajeshwari Nagar,1,500.0,1.0,25.0
5634,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65
5635,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0
5636,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0
5638,Raja Rajeshwari Nagar,2,1258.0,2.0,63.53
5639,Raja Rajeshwari Nagar,2,1128.0,2.0,38.24
5640,Raja Rajeshwari Nagar,2,1157.0,2.0,53.8
5641,Raja Rajeshwari Nagar,2,1185.0,2.0,47.39
5644,Raja Rajeshwari Nagar,2,1030.0,2.0,50.0
5645,Raja Rajeshwari Nagar,2,1144.0,2.0,38.55
5646,Raja Rajeshwari Nagar,2,1196.0,2.0,51.51
5647,Raja Rajeshwari Nagar,3,1570.0,3.0,88.0
5648,Raja Rajeshwari Nagar,2,1168.0,2.0,61.0
5649,Raja Rajeshwari Nagar,2,1306.0,2.0,55.91
5650,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98
5652,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0
5653,Raja Rajeshwari Nagar,2,1200.0,2.0,35.0
5654,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02
5655,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0
5657,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15
5658,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0
5660,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0
5661,Raja Rajeshwari Nagar,1,648.0,1.0,31.75
5662,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0
5663,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55
5664,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59
5666,Raja Rajeshwari Nagar,2,1023.0,2.0,42.0
5667,Raja Rajeshwari Nagar,2,1070.0,2.0,50.0
5669,Raja Rajeshwari Nagar,8,4800.0,8.0,225.0
5670,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79
5671,Raja Rajeshwari Nagar,2,1267.0,2.0,42.85
5672,Raja Rajeshwari Nagar,1,550.0,1.0,21.0
5673,Raja Rajeshwari Nagar,2,1120.0,2.0,37.95
5674,Raja Rajeshwari Nagar,2,1608.0,2.0,85.0
5675,Raja Rajeshwari Nagar,2,1210.0,2.0,45.0
5676,Raja Rajeshwari Nagar,2,1240.0,2.0,53.27
5677,Raja Rajeshwari Nagar,3,1395.0,2.0,72.0
5678,Raja Rajeshwari Nagar,2,1165.0,2.0,45.0
5679,Raja Rajeshwari Nagar,3,1288.0,2.0,70.0
5680,Raja Rajeshwari Nagar,2,1120.0,2.0,37.97
5681,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65
5682,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
5683,Raja Rajeshwari Nagar,3,1420.0,2.0,60.0
5684,Raja Rajeshwari Nagar,2,1303.0,2.0,44.17
5686,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
5687,Raja Rajeshwari Nagar,2,1140.0,2.0,49.27
5689,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
5690,Raja Rajeshwari Nagar,2,1235.0,2.0,75.0
5691,Raja Rajeshwari Nagar,3,1280.0,3.0,57.6
5692,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
5693,Raja Rajeshwari Nagar,2,1162.0,2.0,65.0
5694,Raja Rajeshwari Nagar,2,1133.0,2.0,38.41
5695,Raja Rajeshwari Nagar,2,1151.0,2.0,49.0
5696,Raja Rajeshwari Nagar,2,1267.0,2.0,54.35
5698,Raja Rajeshwari Nagar,2,1100.0,2.0,50.0
5699,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
5701,Raja Rajeshwari Nagar,2,1306.0,2.0,44.17
5702,Raja Rajeshwari Nagar,2,1196.0,2.0,40.44
5703,Raja Rajeshwari Nagar,2,1178.0,2.0,75.0
5704,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0
5705,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0
5707,Raja Rajeshwari Nagar,3,1525.0,2.0,99.13
5708,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0
5709,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0
5710,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79
5712,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0
5714,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5715,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87
5716,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42
5717,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38
5718,Raja Rajeshwari Nagar,9,3600.0,9.0,240.0
5719,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5720,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5723,Raja Rajeshwari Nagar,2,1160.0,2.0,70.0
5724,Raja Rajeshwari Nagar,2,1133.0,2.0,38.37
5725,Raja Rajeshwari Nagar,2,1140.0,2.0,48.7
5726,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65
5727,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55
5728,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5729,Raja Rajeshwari Nagar,2,1133.0,2.0,40.0
5731,Raja Rajeshwari Nagar,3,1550.0,3.0,86.8
5732,Raja Rajeshwari Nagar,2,1400.0,2.0,45.0
5733,Raja Rajeshwari Nagar,2,1110.0,2.0,52.0
5734,Raja Rajeshwari Nagar,3,1580.0,3.0,83.74
5736,Raja Rajeshwari Nagar,3,1640.0,3.0,86.8
5738,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5739,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9
5740,Raja Rajeshwari Nagar,3,1279.0,2.0,53.76
5741,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5742,Raja Rajeshwari Nagar,2,1240.0,2.0,40.54
5743,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0
5744,Raja Rajeshwari Nagar,2,1240.0,2.0,42.04
5745,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0
5746,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0
5747,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8
5749,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5750,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0
5751,Raja Rajeshwari Nagar,2,1090.0,2.0,57.0
5752,Raja Rajeshwari Nagar,2,945.0,2.0,45.0
5753,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78
5754,Raja Rajeshwari Nagar,8,3450.0,7.0,225.0
5755,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1
5756,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0
5757,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0
5758,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0
5759,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0
5760,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5761,Raja Rajeshwari Nagar,3,1580.0,2.0,66.85
5762,Raja Rajeshwari Nagar,2,1050.0,2.0,37.0
5763,Raja Rajeshwari Nagar,3,1021.0,3.0,59.0
5764,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5765,Raja Rajeshwari Nagar,3,1500.0,3.0,88.0
5766,Raja Rajeshwari Nagar,2,1168.0,2.0,66.0
5767,Raja Rajeshwari Nagar,3,1400.0,2.0,86.0
5768,Raja Rajeshwari Nagar,2,1157.0,2.0,65.0
5769,Raja Rajeshwari Nagar,2,1206.0,2.0,40.7
5770,Raja Rajeshwari Nagar,2,1000.0,2.0,50.0
5771,Raja Rajeshwari Nagar,3,1485.0,2.0,63.0
5772,Raja Rajeshwari Nagar,3,1335.0,2.0,56.0
5774,Raja Rajeshwari Nagar,2,1255.0,2.0,42.54
5775,Raja Rajeshwari Nagar,3,1530.0,3.0,64.86
5776,Raja Rajeshwari Nagar,3,1850.0,3.0,98.0
5777,Raja Rajeshwari Nagar,2,1140.0,2.0,44.0
5778,Raja Rajeshwari Nagar,8,6000.0,8.0,215.0
5779,Raja Rajeshwari Nagar,2,1140.0,2.0,39.0
5780,Raja Rajeshwari Nagar,1,510.0,1.0,22.0
5781,Raja Rajeshwari Nagar,2,1187.0,2.0,40.14
5782,Raja Rajeshwari Nagar,2,1141.0,2.0,60.0
5783,Rajaji Nagar,3,1640.0,3.0,229.0
5784,Rajaji Nagar,3,2390.0,3.0,415.0
5785,Rajaji Nagar,3,2390.0,3.0,410.0
5787,Rajaji Nagar,4,3516.0,4.0,540.0
5788,Rajaji Nagar,3,1640.0,3.0,223.0
5790,Rajaji Nagar,6,1800.0,4.0,324.0
5791,Rajaji Nagar,4,3526.0,4.0,558.0
5794,Rajaji Nagar,3,1800.0,3.0,260.0
5795,Rajaji Nagar,3,1640.0,3.0,241.0
5796,Rajaji Nagar,2,1370.0,2.0,170.0
5797,Rajaji Nagar,3,2409.0,3.0,360.0
5799,Rajaji Nagar,2,1718.0,3.0,288.0
5800,Rajaji Nagar,3,2386.0,3.0,334.0
5801,Rajaji Nagar,4,3436.0,6.0,500.0
5802,Rajaji Nagar,2,1200.0,2.0,150.0
5803,Rajaji Nagar,2,1160.0,1.0,163.0
5804,Rajaji Nagar,1,660.0,1.0,75.0
5805,Rajaji Nagar,2,1440.0,2.0,170.0
5806,Rajaji Nagar,3,2448.0,3.0,400.0
5807,Rajaji Nagar,2,1440.0,2.0,185.0
5808,Rajaji Nagar,3,1640.0,3.0,230.0
5811,Rajaji Nagar,3,1800.0,2.0,250.0
5812,Rajaji Nagar,4,3100.0,4.0,550.0
5813,Rajaji Nagar,4,3526.0,4.0,598.0
5814,Rajaji Nagar,2,1357.0,2.0,130.0
5815,Rajaji Nagar,3,2300.0,3.0,369.0
5817,Rajaji Nagar,3,2500.0,3.0,350.0
5820,Rajaji Nagar,3,2559.0,3.0,403.0
5821,Rajaji Nagar,2,1763.0,3.0,262.0
5827,Rajaji Nagar,3,2533.0,3.0,425.0
5828,Rajaji Nagar,2,1268.0,2.0,127.0
5830,Rajaji Nagar,3,1640.0,3.0,262.0
5831,Rajaji Nagar,2,1200.0,1.0,200.0
5832,Rajaji Nagar,3,2367.0,3.0,375.0
5833,Rajaji Nagar,4,2440.0,2.0,415.0
5834,Rajaji Nagar,3,1640.0,3.0,251.0
5836,Rajaji Nagar,3,1640.0,3.0,268.0
5837,Rajaji Nagar,3,2367.0,4.0,340.0
5839,Rajaji Nagar,5,3600.0,5.0,510.0
5840,Rajaji Nagar,4,1350.0,4.0,230.0
5843,Rajaji Nagar,5,2400.0,5.0,408.0
5844,Rajaji Nagar,3,2500.0,3.0,340.0
5845,Rajaji Nagar,3,2390.0,3.0,372.0
5846,Rajaji Nagar,3,2415.0,3.0,399.0
5847,Rajaji Nagar,2,1718.0,3.0,275.0
5848,Rajaji Nagar,2,1763.0,3.0,240.0
5850,Rajaji Nagar,3,2409.0,3.0,395.0
5851,Rajaji Nagar,2,1314.0,2.0,225.0
5852,Rajaji Nagar,2,1440.0,2.0,165.0
5853,Rajaji Nagar,3,1640.0,3.0,245.0
5854,Rajiv Nagar,3,1690.0,3.0,125.0
5855,Rajiv Nagar,2,1263.0,2.0,93.32
5856,Rajiv Nagar,4,2340.0,4.0,148.0
5857,Rajiv Nagar,4,2340.0,5.0,129.0
5858,Rajiv Nagar,2,1330.0,2.0,93.0
5859,Rajiv Nagar,4,2340.0,5.0,129.0
